ItemNumber,Image,Audio,NormName,NameAgr,FrqPerMil.Log10,LOG10(SUBTLWF +1),SUBTLWF +1,SUBTLWF,VisComp,Length,IPA,AltPro,Morphemes,Syllables,Target,First Phoneme,CategoryName,Category-Level Cohesion,Item-Level Cohesion
69,breakfast_69_cmpd.jpg,breakfast_69_cmpd.wav,breakfast,0.9,1.827950528,1.827977103,67.29411765,66.29411765,3,8,br?kf?st,,2,2,breakfast,b,Food,0.511383013,0.352802703
82,butter_82_mono.jpg,butter_82_mono.wav,butter,1,1.331022171,1.331049986,21.43137255,20.43137255,2.6,5,b?t?r,,1,2,butter,b,Food,0.367741394,0.375154664
88,cake_88_mono.jpg,cake_88_mono.wav,cake,0.95,1.663323934,1.663312841,46.05882353,45.05882353,3.363636364,3,kek,,1,1,cake,k,Food,0.482312427,0.411422993
95,candy_95_mono.jpg,candy_95_mono.wav,candy,0.95,1.565611725,1.565662658,36.78431373,35.78431373,2.6,5,kændi,,1,2,candy,k,Food,0.46250197,0.379738388
816,champagne_816_mono.jpg,champagne_816_mono.wav,champagne,0.8,1.509123423,1.509123423,32.29411765,31.29411765,3.615384615,6,?æmpen,,1,2,champagne,?,Food,0.215088227,0.275040445
117,cheese_117_mono.jpg,cheese_117_mono.wav,cheese,0.8,1.602494069,1.602485562,40.03921569,39.03921569,3,3,t?iz,,1,1,cheese,t?,Food,0.483522427,0.390683156
122,chocolate_122_mono.jpg,chocolate_122_mono.wav,chocolate,0.95,1.4827307,1.482761522,30.39215686,29.39215686,2.384615385,6,t??kl?t,"t??k?l?t, t??k?l?t, t??kl?t",1,2,chocolate,t?,Food,0.419903829,0.370037616
819,cookies_819_mono.jpg,cookies_819_mono.wav,cookies,1,1.276506858,1.276506858,18.90196078,17.90196078,3.181818182,4,k?ki,,1,2,cookies,k,Food,0.418453201,0.371073163
142,cottoncandy_142_cmpd.jpg,cottoncandy_142_cmpd.wav,cottoncandy,0.95,0,#VALUE!,#VALUE!,-,3.4,10,k?t?nkændi,,2,4,cotton candy,k,Food,0.43824291,0.32791789
146,crackers_146_mono.jpg,crackers_146_mono.wav,crackers,0.8,0.824125834,0.823908741,6.666666667,5.666666667,3.2,6,kræk?r,,1,2,crackers,k,Food,0.397289362,0.3746407
149,croissant_149_mono.jpg,croissant_149_mono.wav,croissant,1,0.274157849,0.274701057,1.882352941,0.882352941,2.333333333,7,kr?s?nt,"kr?s?nt, kw?s?n",1,2,croissant,k,Food,0.251060123,0.296177374
156,cupcake_156_cmpd.jpg,cupcake_156_cmpd.wav,cupcake,1,0.630427875,0.630886318,4.274509804,3.274509804,2.428571429,6,k?pkek,,2,2,cupcake,k,Food,0.317309655,0.358380632
173,dough_173_mono.jpg,dough_173_mono.wav,dough,0.95,1.227372442,1.227432975,16.88235294,15.88235294,2.846153846,2,do,,1,1,dough,d,Food,0.448883971,0.356925968
184,egg_184_mono.jpg,egg_184_mono.wav,egg,1,1.432006687,1.43199409,27.03921569,26.03921569,1.769230769,2,??,e?,1,1,egg,?,Food,0.42908179,0.367329167
186,eggrolls_186_cmpd.jpg,eggrolls_186_cmpd.wav,eggrolls,0.75,0.008600172,0.008433168,1.019607843,0.019607843,1.857142857,5,??rol,e?rol,2,2,egg rolls,?,Food,0.48168187,0.398152447
261,honey_261_mono.jpg,honey_261_mono.wav,honey,0.95,1.414973348,2.479273194,301.4901961,300.4901961,2.5,4,h?ni,,1,2,honey,h,Food,0.325380697,0.358800679
829,hotdog_829_cmpd.jpg,hotdog_829_cmpd.wav,hotdog,1,0.143688173,0.143688173,1.392156863,0.392156863,3,6,h?td??,h?td??,2,2,hotdog,h,Food,0.281053828,0.307608034
286,ketchup_286_mono.jpg,ketchup_286_mono.wav,ketchup,0.9,0.850033258,0.849937026,7.078431373,6.078431373,3,5,k?t??p,"kæt??p, kæts?p",1,2,ketchup,k,Food,0.274139356,0.335905047
348,mustard_348_mono.jpg,mustard_348_mono.wav,mustard,0.95,0.872156273,0.872213421,7.450980392,6.450980392,2.636363636,7,m?st?rd,,1,2,mustard,m,Food,0.256404797,0.335632648
839,pancakes_839_cmpd.jpg,pancakes_839_cmpd.wav,pancakes,1,1.027229653,1.027229653,10.64705882,9.647058824,2.857142857,6,pænkek,,2,2,pancakes,p,Food,0.379637524,0.37137722
841,peanuts_841_mono.jpg,peanuts_841_mono.wav,peanuts,0.95,0.931916313,0.931916313,8.549019608,7.549019608,3.142857143,5,pin?t,pin?t,2,2,peanuts,p,Food,0.402362069,0.368611545
645,pickles_645_mono.jpg,pickles_645_mono.wav,pickles,0.8,0.515410172,0.670827725,4.68627451,3.68627451,3.5,5,p?k?l,,1,2,pickles,p,Food,0.279928972,0.306694554
385,pie_385_mono.jpg,pie_385_mono.wav,pie,0.9,1.47348697,1.473415405,29.74509804,28.74509804,3.285714286,2,pa?,,1,1,pie,p,Food,0.455735377,0.373085988
394,pizza_394_mono.jpg,pizza_394_mono.wav,pizza,1,1.537944959,1.537942492,34.50980392,33.50980392,3.5,5,pits?,,1,2,pizza,p,Food,0.534369415,0.376859007
401,popcorn_401_cmpd.jpg,popcorn_401_cmpd.wav,popcorn,1,1.005180513,1.005079526,10.11764706,9.117647059,3.166666667,7,p?pk?rn,,2,2,popcorn,p,Food,0.297392815,0.335441724
404,pretzel_404_mono.jpg,pretzel_404_mono.wav,pretzel,1,0.477121255,0.477121255,3,2,1.333333333,7,pr?ts?l,,1,2,pretzel,p,Food,0.342324001,0.374139483
425,rice_425_mono.jpg,rice_425_mono.wav,rice,0.95,1.206286044,1.206243676,16.07843137,15.07843137,2.75,3,ra?s,,1,1,rice,r,Food,0.458331697,0.341449459
444,salad_444_mono.jpg,salad_444_mono.wav,salad,0.95,1.255754787,1.255745335,18.01960784,17.01960784,4.142857143,5,sæl?d,,1,2,salad,s,Food,0.432314293,0.356398399
446,sandwich_446_mono.jpg,sandwich_446_mono.wav,sandwich,0.95,1.360214613,1.360244335,22.92156863,21.92156863,4.142857143,7,sændw?t?,"sænw?t?, sæmw?t?, sæmw?t?, sændw?t?, sænw?t?",1,2,sandwich,s,Food,0.444885749,0.383137284
651,shrimp_651_mono.jpg,shrimp_651_mono.wav,shrimp,1,0.562102447,0.987035023,9.705882353,8.705882353,2.818181818,5,?r?mp,,1,1,shrimp,?,Food,0.37910333,0.347140605
483,soup_483_mono.jpg,soup_483_mono.wav,soup,1,1.418301291,1.418236282,26.19607843,25.19607843,2.777777778,3,sup,,1,1,soup,s,Food,0.454629478,0.369133924
484,spaghetti_484_mono.jpg,spaghetti_484_mono.wav,spaghetti,0.95,0.840106094,0.840204529,6.921568627,5.921568627,3.363636364,7,sp???ti,,1,3,spaghetti,s,Food,0.365337352,0.356842247
502,steak_502_mono.jpg,steak_502_mono.wav,steak,0.95,1.236537261,1.236418699,17.23529412,16.23529412,4.076923077,4,stek,,1,1,steak,s,Food,0.468536095,0.366368458
512,sugar_512_mono.jpg,sugar_512_mono.wav,sugar,0.85,1.588383768,1.588436493,38.76470588,37.76470588,3.8,5,????r,,1,2,sugar,?,Food,0.359683725,0.344364053
516,sushi_516_mono.jpg,sushi_516_mono.wav,sushi,1,0.728353782,0.728592471,5.352941176,4.352941176,3,4,su?i,,1,2,sushi,s,Food,0.417533799,0.334174266
521,syrup_521_mono.jpg,syrup_521_mono.wav,syrup,0.85,0.785329835,0.785190213,6.098039216,5.098039216,3.307692308,5,sir?p,"s?r?p, s?r?p",1,2,syrup,s,Food,0.299548073,0.362060483
527,teabag_527_cmpd.jpg,teabag_527_cmpd.wav,teabag,0.9,0.017033339,0.016705694,1.039215686,0.039215686,3,5,tibæ?,,2,2,teabag,t,Food,0.287233076,0.28641839
864,waffles_864_mono.jpg,waffles_864_mono.wav,waffles,0.95,0.554880914,0.554880914,3.588235294,2.588235294,3.571428571,5,w?f?l,w?f?l,1,2,waffles,w,Food,0.343859538,0.352602134
604,wine_604_mono.jpg,wine_604_mono.wav,wine,0.9,1.787814567,1.787835387,61.35294118,60.35294118,3.8,3,wa?n,,1,1,wine,w,Food,0.412160236,0.308031595
11,apple_11_mono.jpg,apple_11_mono.wav,apple,1,1.392169149,1.392110465,24.66666667,23.66666667,1.666666667,4,æp?l,,1,2,apple,æ,Fruits & Vegetables,0.35220418,0.337262654
16,asparagus_16_mono.jpg,asparagus_16_mono.wav,asparagus,0.85,0.29666519,0.296751198,1.980392157,0.980392157,1.444444444,9,?spær???s,"?sp?r???s, ?sper???s",1,4,asparagus,?,Fruits & Vegetables,0.342097949,0.330983669
19,avocado_19_mono.jpg,avocado_19_mono.wav,avocado,1,0.346352974,0.345508267,2.215686275,1.215686275,2.75,7,?v?k?do,æv?k?do,1,4,avocado,?,Fruits & Vegetables,0.330581762,0.310234242
29,banana_29_mono.jpg,banana_29_mono.wav,banana,1,1.069298012,1.069131008,11.7254902,10.7254902,1.615384615,6,b?næn?,,1,3,banana,b,Fruits & Vegetables,0.353066632,0.406597884
56,blueberry_56_cmpd.jpg,blueberry_56_cmpd.wav,blueberry,1,0.552668216,0.552501212,3.568627451,2.568627451,1.4,7,blub?ri,"blub?ri, bluberi",2,3,blueberry,b,Fruits & Vegetables,0.301041499,0.363189607
73,broccoli_73_mono.jpg,broccoli_73_mono.wav,broccoli,0.95,0.514547753,0.515146295,3.274509804,2.274509804,2.090909091,7,br?k?li,br?kli,1,3,broccoli,b,Fruits & Vegetables,0.489085424,0.376768242
102,carrot_102_mono.jpg,carrot_102_mono.wav,carrot,1,0.683047038,0.683364931,4.823529412,3.823529412,2.833333333,5,kær?t,ker?t,1,2,carrot,k,Fruits & Vegetables,0.49500812,0.364240024
107,cauliflower_107_mono.jpg,cauliflower_107_mono.wav,cauliflower,0.95,0.190331698,0.190056915,1.549019608,0.549019608,3.444444444,9,k?l?fla??r,"k?lifla??r, k?l?fla??r, k?lifla??r",1,4,cauliflower,k,Fruits & Vegetables,0.4071183,0.340956386
110,celery_110_mono.jpg,celery_110_mono.wav,celery,0.95,0.456366033,0.45678268,2.862745098,1.862745098,2.411764706,6,s?l?ri,s?lri,1,3,celery,s,Fruits & Vegetables,0.41790539,0.353127094
118,cherries_118_mono.jpg,cherries_118_mono.wav,cherries,1,0.471291711,0.471406771,2.960784314,1.960784314,3.307692308,4,t??ri,t?eri,1,2,cherries,t?,Fruits & Vegetables,0.373402435,0.333469594
134,coconut_134_cmpd.jpg,coconut_134_cmpd.wav,coconut,0.95,0.747411808,0.747274684,5.588235294,4.588235294,2.272727273,7,kok?n?t,,2,3,coconut,k,Fruits & Vegetables,0.315095953,0.401146726
141,corn_141_mono.jpg,corn_141_mono.wav,corn,0.9,1.182414652,1.182291545,15.21568627,14.21568627,3.888888889,4,k?rn,,1,1,corn,k,Fruits & Vegetables,0.399451881,0.346908306
154,cucumber_154_mono.jpg,cucumber_154_mono.wav,cucumber,1,0.474216264,0.474273412,2.980392157,1.980392157,1.615384615,9,kjuk?mb?r,,1,3,cucumber,k,Fruits & Vegetables,0.474089185,0.341811306
185,eggplant_185_cmpd.jpg,eggplant_185_cmpd.wav,eggplant,0.9,0.322219295,0.321813602,2.098039216,1.098039216,1.888888889,7,??plænt,e?plænt,2,2,eggplant,?,Fruits & Vegetables,0.446231396,0.341330184
225,garlic_225_mono.jpg,garlic_225_mono.wav,garlic,0.9,0.84509804,0.84509804,7,6,3,6,??rl?k,,1,2,garlic,?,Fruits & Vegetables,0.30549691,0.320530991
229,ginger_229_mono.jpg,ginger_229_mono.wav,ginger,0.9,0.869818208,0.869921624,7.411764706,6.411764706,3.166666667,6,d??nd??r,,1,2,ginger,d?,Fruits & Vegetables,0.156408173,0.307046736
239,grapes_239_mono.jpg,grapes_239_mono.wav,grapes,0.95,0.693726949,0.693830365,4.941176471,3.941176471,2.777777778,4,?rep,,1,1,grapes,?,Fruits & Vegetables,0.487280292,0.365197083
639,kiwi_639_mono.jpg,kiwi_639_mono.wav,kiwi,0.85,0.417106167,0.251471216,1.784313725,0.784313725,2.166666667,4,kiwi,,1,2,kiwi,k,Fruits & Vegetables,0.365538208,0.347398714
299,lemon_299_mono.jpg,lemon_299_mono.wav,lemon,1,1.114610984,1.114597903,13.01960784,12.01960784,3,5,l?m?n,,1,2,lemon,l,Fruits & Vegetables,0.313433491,0.390735328
307,lime_307_mono.jpg,lime_307_mono.wav,lime,1,0.632457292,0.632873939,4.294117647,3.294117647,2.866666667,3,la?m,,1,1,lime,l,Fruits & Vegetables,0.289416322,0.365347697
363,onion_363_mono.jpg,onion_363_mono.wav,onion,1,0.719331287,0.718941085,5.235294118,4.235294118,3.166666667,5,?nj?n,,1,2,onion,?,Fruits & Vegetables,0.311518664,0.351782388
364,orange_364_mono.jpg,orange_364_mono.wav,orange,1,1.367542274,1.367611679,23.31372549,22.31372549,1.727272727,5,?r?nd?,?r?nd?,1,2,orange,?r,Fruits & Vegetables,0.331614293,0.373903369
378,pear_378_mono.jpg,pear_378_mono.wav,pear,0.95,0.367355921,0.367976785,2.333333333,1.333333333,2.714285714,3,per,,1,1,pear,p,Fruits & Vegetables,0.358024468,0.336354464
644,peas_644_mono.jpg,peas_644_mono.wav,peas,0.95,0.528479616,0.751822312,5.647058824,4.647058824,3,2,pi,,1,1,peas,p,Fruits & Vegetables,0.392750387,0.368972692
390,pineapple_390_cmpd.jpg,pineapple_390_cmpd.wav,pineapple,1,0.550228353,0.550108399,3.549019608,2.549019608,1.666666667,7,pa?næp?l,,2,3,pineapple,p,Fruits & Vegetables,0.370696238,0.381455576
398,plum_398_mono.jpg,plum_398_mono.wav,plum,0.9,0.644438589,0.644612342,4.411764706,3.411764706,2,4,pl?m,,1,1,plum,p,Fruits & Vegetables,0.359569625,0.346595694
403,potato_403_mono.jpg,potato_403_mono.wav,potato,1,1.089551883,1.089697365,12.29411765,11.29411765,2.454545455,6,p?teto,p?tet?,1,3,potato,p,Fruits & Vegetables,0.305509212,0.345966454
407,pumpkin_407_mono.jpg,pumpkin_407_mono.wav,pumpkin,1,1.073351702,1.073466763,11.84313725,10.84313725,2.636363636,7,p?mpk?n,"p?mpk?n, p?mk?n, p??k?n",1,2,pumpkin,p,Fruits & Vegetables,0.313334736,0.373644146
419,raspberry_419_cmpd.jpg,raspberry_419_cmpd.wav,raspberry,0.95,0.459392488,0.459747159,2.882352941,1.882352941,3.6,7,ræzb?ri,"ræzb?ri, ræzberi",2,3,raspberry,r,Fruits & Vegetables,0.26309085,0.382013637
509,strawberry_509_cmpd.jpg,strawberry_509_cmpd.wav,strawberry,1,0.814913181,0.814874057,6.529411765,5.529411765,3.153846154,8,str?b?ri,"str?beri, str?b?ri",2,3,strawberry,s,Fruits & Vegetables,0.313741677,0.376959423
549,tomato_549_mono.jpg,tomato_549_mono.wav,tomato,1,0.838849091,0.838972487,6.901960784,5.901960784,3,6,t?meto,,1,3,tomato,t,Fruits & Vegetables,0.401086431,0.354954259
591,watermelon_591_cmpd.jpg,watermelon_591_cmpd.wav,watermelon,0.9,0.505149978,0.504617428,3.196078431,2.196078431,3.6,10,w?t?rm?l?n,"wat?rm?l?n, w?t?rm?l?n",2,4,watermelon,w,Fruits & Vegetables,0.496911264,0.40643767
15,ashtray_15_cmpd.jpg,ashtray_15_cmpd.wav,ashtray,0.95,0.62838893,0.628889558,4.254901961,3.254901961,2.777777778,5,æ?tre,,2,2,ashtray,æ,Furnishings & Decor,0.210671975,0.293733855
34,barrel_34_mono.jpg,barrel_34_mono.wav,barrel,1,1.065579715,1.065484517,11.62745098,10.62745098,3.666666667,5,bær?l,ber?l,1,2,barrel,b,Furnishings & Decor,0.18103321,0.315348568
45,bed_45_mono.jpg,bed_45_mono.wav,bed,1,2.27443497,2.274429538,188.1176471,187.1176471,2.4,3,b?d,,1,1,bed,b,Furnishings & Decor,0.293945537,0.367613242
48,bench_48_mono.jpg,bench_48_mono.wav,bench,1,1.028164419,1.028028724,10.66666667,9.666666667,3,4,b?nt?,,1,1,bench,b,Furnishings & Decor,0.258382309,0.351850002
90,calendar_90_mono.jpg,calendar_90_mono.wav,calendar,0.95,0.909556029,0.909430165,8.117647059,7.117647059,2.714285714,8,kæl?nd?r,,1,3,calendar,k,Furnishings & Decor,0.23081992,0.26053057
94,candle_94_mono.jpg,candle_94_mono.wav,candle,1,0.955206538,0.955187656,9.019607843,8.019607843,1.545454545,6,kænd?l,,1,2,candle,k,Furnishings & Decor,0.219665957,0.335104523
113,chair_113_mono.jpg,chair_113_mono.wav,chair,0.95,1.701049631,1.701008949,50.23529412,49.23529412,2.75,3,t?er,,1,1,chair,t?,Furnishings & Decor,0.303971957,0.354045804
622,chandelier_622_mono.jpg,chandelier_622_mono.wav,chandelier,0.95,0.456866853,0.382334935,2.411764706,1.411764706,4.6,8,?ænd?lir,,1,3,chandelier,?,Furnishings & Decor,0.400930966,0.336889161
130,clock_130_mono.jpg,clock_130_mono.wav,clock,1,1.775464809,1.775446244,59.62745098,58.62745098,2.25,4,kl?k,,1,1,clock,k,Furnishings & Decor,0.161243529,0.319793456
148,crib_148_mono.jpg,crib_148_mono.wav,crib,1,0.857332496,0.857095888,7.196078431,6.196078431,4,4,kr?b,,1,1,crib,k,Furnishings & Decor,0.297757638,0.352390444
157,curtains_157_mono.jpg,curtains_157_mono.wav,curtains,0.95,0.862727528,0.862972764,7.294117647,6.294117647,2.857142857,6,k?rt?n,,1,2,curtains,k,Furnishings & Decor,0.327621821,0.301596248
163,desk_163_mono.jpg,desk_163_mono.wav,desk,1,1.652246341,1.652265306,44.90196078,43.90196078,3,4,d?sk,,1,1,desk,d,Furnishings & Decor,0.365599544,0.359689395
166,discoball_166_cmpd.jpg,discoball_166_cmpd.wav,discoball,0.9,0,#VALUE!,#VALUE!,-,3,8,d?skob?l,,2,3,disco ball,d,Furnishings & Decor,0.137083691,0.259851311
177,dresser_177_mono.jpg,dresser_177_mono.wav,dresser,0.9,0.6599162,0.659785745,4.568627451,3.568627451,1.666666667,6,dr?s?r,,1,2,dresser,d,Furnishings & Decor,0.411604443,0.367082027
194,fan_194_mono.jpg,fan_194_mono.wav,fan,1,1.557988148,1.557955159,36.1372549,35.1372549,3,3,fæn,,1,1,fan,f,Furnishings & Decor,0.130057439,0.247852357
246,hammock_246_mono.jpg,hammock_246_mono.wav,hammock,0.9,0.378397901,0.378789655,2.392156863,1.392156863,4,5,hæm?k,,1,2,hammock,h,Furnishings & Decor,0.179330267,0.265955701
257,highchair_257_cmpd.jpg,highchair_257_cmpd.wav,highchair,0.9,0.064457989,0.063281836,1.156862745,0.156862745,3.181818182,5,ha?t?er,,2,2,high chair,h,Furnishings & Decor,0.312268039,0.312760248
283,jukebox_283_mono.jpg,jukebox_283_mono.wav,jukebox,1,0.514547753,0.515146295,3.274509804,2.274509804,4.454545455,7,d?ukb?ks,d?utb?ks,1,2,jukebox,d?,Furnishings & Decor,0.194480903,0.266718208
296,lamp_296_mono.jpg,lamp_296_mono.wav,lamp,0.85,1.142389466,1.142463082,13.88235294,12.88235294,2.666666667,4,læmp,,1,1,lamp,l,Furnishings & Decor,0.300276864,0.36023214
316,magazines_316_mono.jpg,magazines_316_mono.wav,magazines,0.85,1.051152522,1.051341716,11.25490196,10.25490196,3.333333333,7,mæ??zin,,1,3,magazines,m,Furnishings & Decor,0.229321201,0.26156774
327,mattress_327_mono.jpg,mattress_327_mono.wav,mattress,0.85,0.881384657,0.881261549,7.607843137,6.607843137,2,6,mætr?s,,1,2,mattress,m,Furnishings & Decor,0.259489918,0.347388393
334,mirror_334_mono.jpg,mirror_334_mono.wav,mirror,1,1.401055726,1.400994848,25.17647059,24.17647059,2.4,5,mir?r,m?r?r,1,2,mirror,m,Furnishings & Decor,0.093806569,0.247884853
387,piggybank_387_cmpd.jpg,piggybank_387_cmpd.wav,piggybank,0.95,0,#VALUE!,#VALUE!,-,2.866666667,8,p??ibæ?k,,2,3,piggy bank,p,Furnishings & Decor,0.1281078,0.329019174
389,pillow_389_mono.jpg,pillow_389_mono.wav,pillow,1,1.093071306,1.093146902,12.39215686,11.39215686,2.555555556,4,p?lo,,1,2,pillow,p,Furnishings & Decor,0.276711666,0.341684061
647,radio_647_mono.jpg,radio_647_mono.wav,radio,0.9,0.662304418,1.89307606,78.17647059,77.17647059,3.6,5,redio,,1,3,radio,r,Furnishings & Decor,0.158684321,0.294048823
422,recordplayer_422_cmpd.jpg,recordplayer_422_cmpd.wav,recordplayer,0.95,0,#VALUE!,#VALUE!,-,3.4,11,r?k?rdple?r,,2,4,record player,r,Furnishings & Decor,0.092916493,0.271137757
844,rockingchair_844_cmpd.jpg,rockingchair_844_cmpd.wav,rockingchair,0.85,0,#VALUE!,#VALUE!,-,2.8,8,r?k??t?er,,2,3,rocking chair,r,Furnishings & Decor,0.123251136,0.283994874
845,rug_845_mono.jpg,rug_845_mono.wav,rug,0.9,1.057352809,1.057352809,11.41176471,10.41176471,3.615384615,3,r??,,1,1,rug,r,Furnishings & Decor,0.366232849,0.339267052
442,safe_442_mono.jpg,safe_442_mono.wav,safe,1,2.15896526,2.158953449,144.1960784,143.1960784,3.333333333,3,sef,,1,1,safe,s,Furnishings & Decor,0.173053733,0.231228506
486,speaker_486_mono.jpg,speaker_486_mono.wav,speaker,0.95,0.897627091,0.89773487,7.901960784,6.901960784,2.818181818,6,spik?r,,1,2,speaker,s,Furnishings & Decor,0.213195963,0.324726823
505,stocking_505_mono.jpg,stocking_505_mono.wav,stocking,1,0.559906625,0.559601552,3.62745098,2.62745098,2.333333333,6,st?k??,,1,2,stocking,s,Furnishings & Decor,0.229787224,0.296209542
507,stool_507_mono.jpg,stool_507_mono.wav,stool,0.9,0.654176542,0.65415766,4.509803922,3.509803922,1.75,4,stul,,1,1,stool,s,Furnishings & Decor,0.264713968,0.353609964
522,table_522_mono.jpg,table_522_mono.wav,table,0.9,2.027879409,2.027869027,106.627451,105.627451,2.75,5,teb?l,,1,2,table,t,Furnishings & Decor,0.351968436,0.352161646
861,tray_861_mono.jpg,tray_861_mono.wav,tray,0.75,0.956130749,0.956130749,9.039215686,8.039215686,3.333333333,3,tre,,1,1,tray,t,Furnishings & Decor,0.239185965,0.333499499
560,treadmill_560_cmpd.jpg,treadmill_560_cmpd.wav,treadmill,0.9,0.260071388,0.260912772,1.823529412,0.823529412,3,7,tr?dm?l,,2,2,treadmill,t,Furnishings & Decor,0.13397228,0.261416769
579,vase_579_mono.jpg,vase_579_mono.wav,vase,0.95,0.684845362,0.685126777,4.843137255,3.843137255,1.225352113,3,ves,"vez, v?z",1,1,vase,v,Furnishings & Decor,0.247408086,0.307305076
609,wreath_609_mono.jpg,wreath_609_mono.wav,wreath,1,0.31386722,0.313619123,2.058823529,1.058823529,3.769230769,3,ri?,,1,1,wreath,r,Furnishings & Decor,0.395839736,0.30189224
24,bag_24_mono.jpg,bag_24_mono.wav,bag,0.9,1.977906428,1.977902844,95.03921569,94.03921569,1.909090909,3,bæ?,,1,1,bag,b,Kitchen Items,0.310975962,0.373386191
36,basket_36_mono.jpg,basket_36_mono.wav,basket,1,1.151676231,1.151568121,14.17647059,13.17647059,3,6,bæsk?t,bæsk?t,1,2,basket,b,Kitchen Items,0.286632463,0.334630292
54,blender_54_mono.jpg,blender_54_mono.wav,blender,1,0.426511261,0.425968732,2.666666667,1.666666667,1.2,7,bl?nd?r,,1,2,blender,b,Kitchen Items,0.340554612,0.310596513
61,bottle_61_mono.jpg,bottle_61_mono.wav,bottle,0.95,1.713910354,1.713869214,51.74509804,50.74509804,2.6,5,b?t?l,,1,2,bottle,b,Kitchen Items,0.300745761,0.374954377
63,bowl_63_mono.jpg,bowl_63_mono.wav,bowl,1,1.351216345,1.351235311,22.45098039,21.45098039,1.857142857,3,bol,,1,1,bowl,b,Kitchen Items,0.266056538,0.372516584
814,cabinet_814_mono.jpg,cabinet_814_mono.wav,cabinet,0.95,0.970036777,0.970036777,9.333333333,8.333333333,1.6,7,kæb?n?t,"kæbn?t, kæb?n?t, kæbn?t",1,3,cabinet,k,Kitchen Items,0.462716031,0.334649314
93,can_93_mono.jpg,can_93_mono.wav,can,0.8,1.113943352,3.720031145,5248.45098,5247.45098,1.769230769,3,kæn,,1,1,can,k,Kitchen Items,0.104037053,0.155419092
99,canopener_99_cmpd.jpg,canopener_99_cmpd.wav,canopener,0.95,0,#VALUE!,#VALUE!,-,3,9,kænop?n?r,,2,4,can opener,k,Kitchen Items,0.187182146,0.266516018
124,chopsticks_124_cmpd.jpg,chopsticks_124_cmpd.wav,chopsticks,1,0.450249108,0.450792316,2.823529412,1.823529412,2.111111111,7,t??pst?k,,2,2,chopsticks,t?,Kitchen Items,0.326197897,0.325949174
138,cooler_138_mono.jpg,cooler_138_mono.wav,cooler,0.95,0.906335042,0.906271646,8.058823529,7.058823529,2.777777778,5,kul?r,,1,2,cooler,k,Kitchen Items,0.213684426,0.28226436
140,cork_140_mono.jpg,cork_140_mono.wav,cork,0.8,0.586587305,0.58689605,3.862745098,2.862745098,2.25,4,k?rk,,1,1,cork,k,Kitchen Items,0.162310646,0.252899507
155,cup_155_mono.jpg,cup_155_mono.wav,cup,1,1.721398376,1.721374114,52.64705882,51.64705882,1.181818182,3,k?p,,1,1,cup,k,Kitchen Items,0.26777405,0.379537769
175,drawer_175_mono.jpg,drawer_175_mono.wav,drawer,0.85,1.146128036,1.146128036,14,13,2.8,4,dr?r,dr??r,1,1,drawer,d,Kitchen Items,0.352906365,0.348749276
209,flask_209_mono.jpg,flask_209_mono.wav,flask,0.95,0.326335861,0.325853579,2.117647059,1.117647059,1.714285714,5,flæsk,,1,1,flask,f,Kitchen Items,0.185692068,0.297707328
216,fork_216_mono.jpg,fork_216_mono.wav,fork,1,0.992111488,0.99226755,9.823529412,8.823529412,1.363636364,4,f?rk,,1,1,fork,f,Kitchen Items,0.220984097,0.35754923
826,grill_826_mono.jpg,grill_826_mono.wav,grill,0.85,0.73647462,0.73647462,5.450980392,4.450980392,1,4,?r?l,,1,1,grill,?,Kitchen Items,0.362422927,0.337482057
278,jar_278_mono.jpg,jar_278_mono.wav,jar,0.9,0.968949681,0.969123434,9.31372549,8.31372549,1.181818182,3,d??r,,1,1,jar,d?,Kitchen Items,0.242586936,0.360594576
290,kitchen_290_mono.jpg,kitchen_290_mono.wav,kitchen,1,1.773127924,1.773155203,59.31372549,58.31372549,3.8,5,k?t??n,,1,2,kitchen,k,Kitchen Items,0.78169253,0.304158216
292,knife_292_mono.jpg,knife_292_mono.wav,knife,1,1.679427897,1.679463525,47.80392157,46.80392157,1.857142857,3,na?f,,1,1,knife,n,Kitchen Items,0.367143299,0.39507018
640,ladle_640_mono.jpg,ladle_640_mono.wav,ladle,0.9,0.413484174,0.241819831,1.745098039,0.745098039,2,5,led?l,,1,2,ladle,l,Kitchen Items,0.393058709,0.421711197
329,measuringcup_329_cmpd.jpg,measuringcup_329_cmpd.wav,measuringcup,0.95,0,#VALUE!,#VALUE!,-,2.428571429,10,m???r??k?p,,2,4,measuring cup,m,Kitchen Items,0.169206945,0.194480252
360,nutcracker_360_cmpd.jpg,nutcracker_360_cmpd.wav,nutcracker,0.85,0.23299611,0.231949077,1.705882353,0.705882353,2.555555556,9,n?tkræk?r,,2,3,nutcracker,n,Kitchen Items,0.196586743,0.299635162
396,plate_396_mono.jpg,plate_396_mono.wav,plate,0.95,1.425697213,1.425649281,26.64705882,25.64705882,1.166666667,4,plet,,1,1,plate,p,Kitchen Items,0.355654423,0.377894165
423,refrigerator_423_mono.jpg,refrigerator_423_mono.wav,refrigerator,0.9,0.971739591,0.971857721,9.37254902,8.37254902,3.4,12,rifr?d??ret?r,r?fr?d??ret?r,1,5,refrigerator,r,Kitchen Items,0.353620469,0.313504078
